,category,recipe-name,recipe-url,prep-time,cook-time,total-time,servings,calories,fat-g,carbs-g,protein-g,cholesterol-mg,sodium-mg,ingredients,num_steps
0,Pasta by Shape,Baked Ziti I,https://www.allrecipes.com/recipe/11758/baked-ziti-i/,20 m,35 m,55 m,Original recipe yields 10 servings,578  cals,25.3 ,58.4,27.9 ,71 ,914 ,"1 pound dry ziti pasta;1 onion, chopped;1 pound lean ground beef;2 (26 ounce) jars spaghetti sauce;6 ounces provolone cheese, sliced;1 1/2 cups sour cream;6 ounces mozzarella cheese, shredded;2 tablespoons grated Parmesan cheese",4
1,Pasta by Shape,Brooklyn Girl's Penne Arrabiata,https://www.allrecipes.com/recipe/77758/brooklyn-girls-penne-arrabiata/,,,,,,,,,,,,0
2,Pasta by Shape,Tortellini Salad,https://www.allrecipes.com/recipe/206441/tortellini-salad/,20 m,5 m,1 h 25 m,Original recipe yields 8 servings,415  cals,25.9 ,30.3,17 ,53 ,729 ,"1 (16 ounce) package refrigerated cheese tortellini;4 ounces sliced pepperoni, quartered;2 green onions, sliced;1 (2.25 ounce) can sliced black olives;1 (6.5 ounce) jar marinated artichoke hearts, drained and chopped;6 ounces mozzarella cheese, diced;1/3 cup extra-virgin olive oil;1 1/2 tablespoons balsamic vinegar;1 1/2 tablespoons distilled white vinegar;1 teaspoon dried Italian herb seasoning;salt and black pepper to taste",3
3,Pasta by Shape,Orzo with Parmesan and Basil,https://www.allrecipes.com/recipe/11853/orzo-with-parmesan-and-basil/,10 m,20 m,30 m,Original recipe yields 4 servings,299  cals,9.4 ,42.2,11.6 ,24 ,197 ,2 tablespoons butter;1 cup uncooked orzo pasta;1 (14.5 ounce) can chicken broth;1/2 cup grated Parmesan cheese;1/4 cup chopped fresh basil;salt and pepper to taste;2 tablespoons chopped fresh basil,3
4,Pasta by Shape,Angel Hair Pasta with Pignoli,https://www.allrecipes.com/recipe/11719/angel-hair-pasta-with-pignoli/,,,,Original recipe yields 3 servings (2 - 4 servings),1129  cals,99 ,49.4,18.4 ,247 ,257 ,3/4 cup pine nuts;1/2 cup clarified butter;1 1/4 cups heavy whipping cream;2 1/3 tablespoons butter;1 pinch ground nutmeg;salt to taste;1 pinch freshly ground white pepper;1 (8 ounce) package angel hair pasta,3
5,Pasta by Shape,Penne with Chicken and Pesto,https://www.allrecipes.com/recipe/26284/penne-with-chicken-and-pesto/,,,,,,,,,,,,0
6,Pasta by Shape,Zucchini with Farfalle,https://www.allrecipes.com/recipe/11707/zucchini-with-farfalle/,,,,Original recipe yields 7 servings (4 - 8 servings),432  cals,20.5 ,53.2,11.5 ,34 ,66 ,"5 tablespoons olive oil;5 small zucchini, julienned;2 onions, minced;1 clove garlic, minced;2/3 cup heavy whipping cream;1 (16 ounce) package farfalle pasta;2 tablespoons grated Parmesan cheese;salt to taste;freshly ground black pepper;2 tablespoons grated Parmesan cheese",4
7,Pasta by Shape,Linguine and Clam Sauce,https://www.allrecipes.com/recipe/19307/linguine-and-clam-sauce/,,,,,,,,,,,,0
8,Pasta by Shape,Cheesy Stuffed Shells,https://www.allrecipes.com/recipe/19353/cheesy-stuffed-shells/,15 m,45 m,1 h,Original recipe yields 8 servings,461  cals,18.4 ,51.9,21.9 ,69 ,741 ,"1 (16 ounce) package jumbo pasta shells;1/2 pound Italian sausage;1 (10 ounce) package frozen chopped spinach - thawed, drained and squeezed dry;1 cup ricotta cheese;1 egg;3 cloves garlic, crushed;1/2 lemon, juiced;1/4 cup grated Parmesan cheese;salt and pepper to taste;1/2 teaspoon dried oregano;2 cups spaghetti sauce;2 cups shredded mozzarella cheese",5
9,Pasta by Shape,World's Best Lasagna,https://www.allrecipes.com/recipe/23600/worlds-best-lasagna/,30 m,2 h 30 m,3 h 15 m,Original recipe yields 12 servings,448  cals,21.3 ,36.5,29.7 ,82 ,1400 ,"1 pound sweet Italian sausage;3/4 pound lean ground beef;1/2 cup minced onion;2 cloves garlic, crushed;1 (28 ounce) can crushed tomatoes;2 (6 ounce) cans tomato paste;2 (6.5 ounce) cans canned tomato sauce;1/2 cup water;2 tablespoons white sugar;1 1/2 teaspoons dried basil leaves;1/2 teaspoon fennel seeds;1 teaspoon Italian seasoning;1 1/2 teaspoons salt, divided, or to taste;1/4 teaspoon ground black pepper;4 tablespoons chopped fresh parsley;12 lasagna noodles;16 ounces ricotta cheese;1 egg;3/4 pound mozzarella cheese, sliced;3/4 cup grated Parmesan cheese",5
10,Pasta by Shape,Angel Chicken Pasta,https://www.allrecipes.com/recipe/11967/angel-chicken-pasta/,,,,,,,,,,,,0
11,Pasta by Shape,"Bow Ties with Sausage, Tomatoes and Cream",https://www.allrecipes.com/recipe/26257/bow-ties-with-sausage-tomatoes-and-cream/,15 m,30 m,45 m,Original recipe yields 6 servings,656  cals,42.1 ,50.9,20.1 ,111 ,1088 ,"1 (12 ounce) package bow tie pasta;2 tablespoons olive oil;1 pound sweet Italian sausage, casings removed and crumbled;1/2 teaspoon red pepper flakes;1/2 cup diced onion;3 cloves garlic, minced;1 (28 ounce) can Italian-style plum tomatoes, drained and coarsely chopped;1 1/2 cups heavy cream;1/2 teaspoon salt;3 tablespoons minced fresh parsley",3
12,Pasta by Shape,Chuck's Favorite Mac and Cheese,https://www.allrecipes.com/recipe/19368/chucks-favorite-mac-and-cheese/,10 m,45 m,55 m,Original recipe yields 6 servings,591  cals,33.3 ,45.5,26.8 ,88 ,720 ,"1 (8 ounce) package elbow macaroni;1 (8 ounce) package shredded sharp Cheddar cheese;1 (12 ounce) container small curd cottage cheese;1 (8 ounce) container sour cream;1/4 cup grated Parmesan cheese;salt and pepper to taste;1 cup dry bread crumbs;1/4 cup butter, melted",3
13,Pasta by Shape,Creamy Cajun Chicken Pasta,https://www.allrecipes.com/recipe/12009/creamy-cajun-chicken-pasta/,,,,,,,,,,,,0
14,Pasta by Shape,Chicken Milano,https://www.allrecipes.com/recipe/19304/chicken-milano/,,,,,,,,,,,,0
15,Pasta by Shape,American Lasagna,https://www.allrecipes.com/recipe/11729/american-lasagna/,30 m,1 h 15 m,1 h 55 m,Original recipe yields 8 servings,664  cals,29.5 ,48.3,50.9 ,168 ,1900 ,"1 1/2 pounds lean ground beef;1 onion, chopped;2 cloves garlic, minced;1 tablespoon chopped fresh basil;1 teaspoon dried oregano;2 tablespoons brown sugar;1 1/2 teaspoons salt;1 (29 ounce) can diced tomatoes;2 (6 ounce) cans tomato paste;12 dry lasagna noodles;2 eggs, beaten;1 pint part-skim ricotta cheese;1/2 cup grated Parmesan cheese;2 tablespoons dried parsley;1 teaspoon salt;1 pound mozzarella cheese, shredded;2 tablespoons grated Parmesan cheese",5
16,Pasta by Shape,Italian Sausage Soup with Tortellini,https://www.allrecipes.com/recipe/13436/italian-sausage-soup-with-tortellini/,20 m,1 h 15 m,1 h 35 m,Original recipe yields 8 servings,324  cals,20.2 ,19.1,14.6 ,50 ,1145 ,"1 pound sweet Italian sausage, casings removed;1 cup chopped onion;2 cloves garlic, minced;5 cups beef broth;1/2 cup water;1/2 cup red wine;4 large tomatoes - peeled, seeded and chopped;1 cup thinly sliced carrots;1/2 tablespoon packed fresh basil leaves;1/2 teaspoon dried oregano;1 (8 ounce) can tomato sauce;1 1/2 cups sliced zucchini;8 ounces fresh tortellini pasta;3 tablespoons chopped fresh parsley",3
17,Pasta by Shape,Classic Macaroni Salad,https://www.allrecipes.com/recipe/81108/classic-macaroni-salad/,20 m,10 m,4 h 30 m,Original recipe yields 10 servings,390  cals,18.7 ,49.3,6.8 ,8 ,529 ,"4 cups uncooked elbow macaroni;1 cup mayonnaise;1/4 cup distilled white vinegar;2/3 cup white sugar;2 1/2 tablespoons prepared yellow mustard;1 1/2 teaspoons salt;1/2 teaspoon ground black pepper;1 large onion, chopped;2 stalks celery, chopped;1 green bell pepper, seeded and chopped;1/4 cup grated carrot (optional);2 tablespoons chopped pimento peppers (optional)",2
18,Pasta by Shape,Cajun Chicken Pasta,https://www.allrecipes.com/recipe/8778/cajun-chicken-pasta/,,,,,,,,,,,,0
19,Pasta by Shape,White Cheese Chicken Lasagna,https://www.allrecipes.com/recipe/8758/white-cheese-chicken-lasagna/,,,,,,,,,,,,0
20,Pasta by Shape,Jamie's Minestrone,https://www.allrecipes.com/recipe/13333/jamies-minestrone/,35 m,50 m,1 h 25 m,Original recipe yields 8 servings,227  cals,8.3 ,30,8.6 ,1 ,1142 ,"3 tablespoons olive oil;3 cloves garlic, chopped;2 onions, chopped;2 cups chopped celery;5 carrots, sliced;2 cups chicken broth;2 cups water;4 cups tomato sauce;1/2 cup red wine (optional);1 cup canned kidney beans, drained;1 (15 ounce) can green beans;2 cups baby spinach, rinsed;3 zucchinis, quartered and sliced;1 tablespoon chopped fresh oregano;2 tablespoons chopped fresh basil;salt and pepper to taste;1/2 cup seashell pasta;2 tablespoons grated Parmesan cheese for topping;1 tablespoon olive oil",4
21,Pasta by Shape,Homemade Mac and Cheese,https://www.allrecipes.com/recipe/11679/homemade-mac-and-cheese/,20 m,30 m,50 m,Original recipe yields 4 servings,858  cals,48.7 ,66.7,37.7 ,142 ,879 ,8 ounces uncooked elbow macaroni;2 cups shredded sharp Cheddar cheese;1/2 cup grated Parmesan cheese;3 cups milk;1/4 cup butter;2 1/2 tablespoons all-purpose flour;2 tablespoons butter;1/2 cup bread crumbs;1 pinch paprika,4
22,Pasta by Shape,Spinach Tomato Tortellini,https://www.allrecipes.com/recipe/76129/spinach-tomato-tortellini/,20 m,20 m,40 m,Original recipe yields 6 servings,400  cals,19.7 ,43.9,14.8 ,79 ,885 ,1 (16 ounce) package cheese tortellini;1 (14.5 ounce) can diced tomatoes with garlic and onion;1 cup chopped fresh spinach;1/2 teaspoon salt;1/4 teaspoon pepper;1 1/2 teaspoons dried basil;1 teaspoon minced garlic;2 tablespoons all-purpose flour;3/4 cup milk;3/4 cup heavy cream;1/4 cup grated Parmesan cheese,4
